situationId,sitTerm,findingId,finTerm,Nsit
161421005,History of rubella (situation),36653000,Rubella (disorder),1
725924008,History of placenta previa (situation),36813001,Placenta previa (disorder),1
161420006,History of mumps (situation),36989005,Mumps (disorder),1
312489007,History of upper gastrointestinal tract hemorrhage (situation),37372002,Upper gastrointestinal hemorrhage (disorder),1
161481007,History of migraine (situation),37796009,Migraine (disorder),1
161501007,History of hypertension (situation),38341003,"Hypertensive disorder, systemic arterial (disorder)",1
97131000119103,History of open head injury (situation),38354005,Open wound of head (disorder),1
432160005,History of occlusion of central retinal artery (situation),38742007,Central retinal artery occlusion (disorder),1
161423008,History of chickenpox (situation),38907003,Varicella (disorder),1
763017007,History of female infertility due to tubal factor (situation),39446004,Female infertility of tubal origin (disorder),1
10839421000119104,History of anaphylaxis (situation),39579001,Anaphylaxis (disorder),1
275550008,History of gallbladder disease (situation),39621005,Disorder of gallbladder (disorder),1
428030001,History of hepatitis A (situation),40468003,"Viral hepatitis, type A (disorder)",1
161413004,History of infectious disease (situation),40733004,Infectious disease (disorder),1
16916101000119104,History of dysphagia (situation),40739000,Dysphagia (disorder),1
161443002,History of hypothyroidism (situation),40930008,Hypothyroidism (disorder),1
128731000119101,History of Guillain Barre syndrome (situation),40956001,Guillain-Barré syndrome (disorder),1
394705009,History of febrile convulsions (situation),41497008,Febrile convulsion (finding),1
161487006,History of retinal detachment (situation),42059000,Retinal detachment (disorder),1
414417004,History of renal failure (situation),42399005,Renal failure syndrome (disorder),1
12618061000119101,History of hydronephrosis (situation),43064006,Hydronephrosis (disorder),1
161561009,History of eczema (situation),43116000,Eczema (disorder),1
472969004,History of diabetes mellitus type 2 (situation),44054006,Diabetes mellitus type 2 (disorder),1
472960000,History of hypotension (situation),45007003,Low blood pressure (disorder),1
161479005,History of encephalitis (situation),45170000,Encephalitis (disorder),1
429124005,History of mood disorder (situation),46206005,Mood disorder (disorder),1
472970003,History of diabetes mellitus type 1 (situation),46635009,Diabetes mellitus type 1 (disorder),1
420697001,History of skin ulcer (situation),46742003,Skin ulcer (disorder),1
161807003,History of severe pre-eclampsia (situation),46764007,Severe pre-eclampsia (disorder),1
49081000119101,History of Cushing syndrome (situation),47270006,Hypercortisolism (disorder),1
161809000,History of postpartum hemorrhage (situation),47821001,Postpartum hemorrhage (disorder),1
709881001,History of gestational hypertension (situation),48194001,Pregnancy-induced hypertension (disorder),1
161577005,History of congenital dislocation of hip (situation),48334007,Congenital dislocation of hip (disorder),1
690461000119106,History of bradycardia (situation),48867003,Bradycardia (finding),1
161786003,History of postcoital bleeding (situation),48880000,Postcoital bleeding (finding),1
312442005,History of atrial fibrillation (situation),49436004,Atrial fibrillation (disorder),1
161457000,History of anemia vitamin B12 deficient (situation),49472006,Megaloblastic anemia due to vitamin B>12< deficiency (disorder),1
266995000,History of cardiovascular disease (situation),49601007,Disorder of cardiovascular system (disorder),1
161523006,History of respiratory disease (situation),50043002,Disorder of respiratory system (disorder),1
391094005,History of vertebral fracture (situation),50448004,Fracture of vertebral column (disorder),3
137751000119105,History of pathological vertebral fracture (situation),50448004,Fracture of vertebral column (disorder),3
137731000119104,History of traumatic vertebral fracture (situation),50448004,Fracture of vertebral column (disorder),3
93871000119101,History of hepatitis C (situation),50711007,Viral hepatitis type C (disorder),1
15647891000119108,History of corneal erosion (situation),50792001,Corneal erosion (disorder),1
16279641000119107,History of occlusion of branch retinal artery (situation),50821009,Arterial retinal branch occlusion (disorder),1
681211000119101,History of myocarditis (situation),50920009,Myocarditis (disorder),1
275547005,History of duodenal ulcer (situation),51868009,Ulcer of duodenum (disorder),1
472975008,History of arteritis (situation),52089001,Arteritis (disorder),1
90171000119101,History of nephrotic syndrome (situation),52254009,Nephrotic syndrome (disorder),1
161465002,History of dementia (situation),52448006,Dementia (disorder),1
161533003,History of abdominal hernia (situation),52515009,Hernia of abdominal cavity (disorder),1
161781008,History of polymenorrhea (situation),52754008,Polymenorrhea (finding),1
161546008,History of nephritis (situation),52845002,Nephritis (disorder),1
161810005,History of prolonged labor (situation),53443007,Prolonged labor (disorder),1
736726000,History of disorder of digestive system (situation),53619000,Disorder of digestive system (disorder),1
103011000119106,Coronary arteriosclerosis in patient with history of previous myocardial infarction (situation),53741008,Coronary arteriosclerosis (disorder),1
16089171000119106,History of rectal ulcer (situation),54609002,Ulcer of rectum (disorder),1
10824251000119108,History of artery embolism (situation),54687002,Arterial embolism (disorder),1
275904003,History of neoplasm (situation),55342001,Neoplastic disease (disorder),1
390867000,History of repeated overdose (situation),55680006,Drug overdose (disorder),1
161580006,History of birth trauma (situation),56110009,Birth trauma of fetus (disorder),1
275544003,History of heart disorder (situation),56265001,Heart disease (disorder),1
161414005,History of tuberculosis (situation),56717001,Tuberculosis (disorder),1
428287001,History of endocarditis (situation),56819008,Endocarditis (disorder),1
161471008,History of anorexia nervosa (situation),56882008,Anorexia nervosa (disorder),1
267003006,History of sexual function problem (situation),56925008,Abnormal sexual function (finding),1
726625000,History of first degree perineal laceration (situation),57759005,First degree perineal laceration (disorder),1
275905002,History of myocardial problem (situation),57809008,Myocardial disease (disorder),1
161468000,History of schizophrenia (situation),58214004,Schizophrenia (disorder),1
161500008,History of rheumatic fever (situation),58718002,Rheumatic fever (disorder),1
16890881000119106,History of proliferative retinopathy due to diabetes mellitus (situation),59276001,Proliferative retinopathy due to diabetes mellitus (disorder),1
161512007,History of pulmonary embolus (situation),59282003,Pulmonary embolism (disorder),1
700236001,History of pleural effusion (situation),60046008,Pleural effusion (disorder),1
473108004,History of osteomyelitis (situation),60168000,Osteomyelitis (disorder),1
350391000119105,History of perforated tympanic membrane (situation),60442001,Perforation of tympanic membrane (disorder),1
699010009,History of inhalant intoxication (situation),60901005,Inhalant intoxication (disorder),1
10995991000119109,History of combat and operational stress reaction (situation),61157009,Combat fatigue (disorder),1
161458005,History of hemolytic anemia (situation),61261009,Hemolytic anemia (disorder),1
161416007,History of malaria (situation),61462000,Malaria (disorder),1
413154005,History of phlebitis (situation),61599003,Phlebitis (disorder),1
308064009,History of cerebrovascular disease (situation),62914000,Cerebrovascular disease (disorder),1
161490000,History of visual disturbance (situation),63102001,Visual disturbance (disorder),1
16915451000119104,History of stricture of esophagus (situation),63305008,Stricture of esophagus (disorder),1
430545008,History of claudication (situation),63491006,Intermittent claudication (finding),1
275907005,History of procidentia (situation),63871009,Third degree uterine prolapse (disorder),1
430080003,History of thrombophlebitis (situation),64156001,Thrombophlebitis (disorder),1
266999006,History of colitis (situation),64226004,Colitis (disorder),1
161554005,History of male genital disorder (situation),64557000,Disorder of male genital organ (disorder),1
312850006,History of disorder (situation),64572001,Disease (disorder),1
789642001,History of stenosis of carotid artery (situation),64586002,Carotid artery stenosis (disorder),1
275549008,History of ulcerative colitis (situation),64766004,Ulcerative colitis (disorder),1
161460007,History of coagulation defect (situation),64779008,Blood coagulation disorder (disorder),1
473120007,History of osteoporosis (situation),64859006,Osteoporosis (disorder),2
473342003,History of osteoporosis resolved (situation),64859006,Osteoporosis (disorder),2
427040000,History of testicular disorder (situation),64910008,Disorder of testis (disorder),1
310479003,History of iritis (situation),65074000,Iritis (disorder),1
16833281000119106,History of arterial thrombosis (situation),65198009,Arterial thrombosis (disorder),1
473113000,History of polymyalgia rheumatica (situation),65323003,Polymyalgia rheumatica (disorder),1
427836008,History of otitis media (situation),65363002,Otitis media (disorder),1
927778271000119101,History of langerhans cell histiocytosis (situation),65399007,Langerhans cell histiocytosis (disorder),1
16775141000119108,History of acute respiratory failure (situation),65710008,Acute respiratory failure (disorder),1
429721005,History of hepatitis B (situation),66071002,Viral hepatitis type B (disorder),2
59851000119103,History of hepatitis B conferring immunity (situation),66071002,Viral hepatitis type B (disorder),2
161572004,History of congenital anomaly (situation),66091009,Congenital disease (disorder),1
371422002,History of substance abuse (situation),66214007,Substance abuse (disorder),1
13016271000119104,History of optic neuritis (situation),66760008,Optic neuritis (disorder),1
16475431000119103,History of terminal esophageal web (situation),66889002,Terminal esophageal web (disorder),1
285731000119101,History of paroxysmal supraventricular tachycardia (situation),67198005,Paroxysmal supraventricular tachycardia (disorder),1
161514008,History of aortic aneurysm (situation),67362008,Aortic aneurysm (disorder),2
430168009,History of stable aneurysm of abdominal aorta (situation),67362008,Aortic aneurysm (disorder),2
94671000119102,History of adult respiratory distress syndrome (situation),67782005,Acute respiratory distress syndrome (disorder),1
16235071000119108,History of idiopathic intracranial hypertension (situation),68267002,Benign intracranial hypertension (disorder),1
432006000,History of occlusion of central retinal vein (situation),68478007,Central retinal vein occlusion (disorder),1
428283002,History of polyp of colon (situation),68496003,Polyp of colon (disorder),1
1201000119107,History of urinary tract infection (situation),68566005,Urinary tract infectious disease (disorder),1
161567008,History of rheumatoid arthritis (situation),69896004,Rheumatoid arthritis (disorder),1
725950007,History of placenta accreta (situation),70129008,Placenta accreta (disorder),1
16851191000119103,History of hemorrhoid (situation),70153002,Hemorrhoids (disorder),1
80541000119104,History of nutritional deficiency (situation),70241007,Nutritional deficiency disorder (disorder),1
414371008,History of agoraphobia (situation),70691001,Agoraphobia (disorder),1
125701000119100,History of urethral cyst (situation),70795003,Cyst of urethra (disorder),1
161796007,History of dyspareunia (situation),71315007,Dyspareunia (finding),1
161513002,History of ventricular fibrillation (situation),71908006,Ventricular fibrillation (disorder),1
126131000119101,History of eating disorder (situation),72366004,Eating disorder (disorder),1
16279601000119105,History of gastroschisis (situation),72951007,Gastroschisis (disorder),1
161445009,History of diabetes mellitus (situation),73211009,Diabetes mellitus (disorder),1
472967002,History of dysplasia of cervix (situation),73391008,Dysplasia of cervix (disorder),1
125731000119107,History of congenital absence of germinal epithelium of testes (situation),73465006,Congenital absence of germinal epithelium of testes (disorder),1
267018007,History of genital prolapse (situation),73998008,Prolapse of female genital organs (disorder),1
48811000119106,History of acromegaly (situation),74107003,Acromegaly (disorder),1
161532008,History of appendicitis (situation),74400008,Appendicitis (disorder),1
275551007,History of gastrointestinal bleed (situation),74474003,Gastrointestinal hemorrhage (disorder),1
161472001,History of psychological trauma (situation),74732009,Mental disorder (disorder),2
161464003,History of psychiatric disorder (situation),74732009,Mental disorder (disorder),2
16360861000119103,History of acute febrile mucocutaneous lymph node syndrome (situation),75053002,Acute febrile mucocutaneous lymph node syndrome (disorder),1
15627801000119104,History of hyphema (situation),75229002,Hyphema (disorder),1
161589007,History of poisoning (situation),75478009,Poisoning (disorder),1
85921000119107,History of pancreatitis (situation),75694006,Pancreatitis (disorder),1
266991009,History of metabolic disorder (situation),75934005,Metabolic disease (disorder),1
93911000119103,History of histoplasmosis (situation),76255006,Infection caused by Histoplasma capsulatum (disorder),1
1087151000119108,History of syphilis (situation),76272004,Syphilis (disorder),1
97681000119106,History of hypercoagulable state (situation),76612001,Hypercoagulability state (finding),1
161551002,History of urethral stricture (situation),76618002,Urethral stricture (disorder),1
161788002,History of postmenopausal bleeding (situation),76742009,Postmenopausal bleeding (finding),1
16535321000119101,History of optic atrophy (situation),76976005,Optic atrophy (disorder),1
161743003,History of stillbirth (situation),77386006,Pregnant (finding),13
161763005,History of ectopic pregnancy (situation),77386006,Pregnant (finding),13
161765003,History of premature delivery (situation),77386006,Pregnant (finding),13
161804005,History of antepartum hemorrhage (situation),77386006,Pregnant (finding),13
161810005,History of prolonged labor (situation),77386006,Pregnant (finding),13
267015005,History of full term delivery (situation),77386006,Pregnant (finding),13
271903000,History of pregnancy (situation),77386006,Pregnant (finding),13
441493008,History of premature labor (situation),77386006,Pregnant (finding),13
726001007,History of live birth (situation),77386006,Pregnant (finding),13
32271000119102,History of delivery of macrosomal infant (situation),77386006,Pregnant (finding),13
16216731000119106,History of intrauterine fetal death (situation),77386006,Pregnant (finding),13
726565008,Past history of small for gestational age baby (situation),77386006,Pregnant (finding),13
15011000119104,History of pregnancy loss in non-pregnant woman (situation),77386006,Pregnant (finding),13
126151000119107,History of bulimia nervosa (situation),78004001,Bulimia nervosa (disorder),1
1099001000119103,History of dysthymia (situation),78667006,Dysthymia (disorder),1
161575002,History of cleft lip (situation),80281008,Cleft lip (disorder),1
473122004,History of palpitations (situation),80313002,Palpitations (finding),1
152711000119105,History of skin and/or subcutaneous tissue disease (situation),80659006,Disorder of skin and/or subcutaneous tissue (disorder),1
328021000119108,History of bowel obstruction (situation),81060008,Intestinal obstruction (disorder),1
440706004,Full renal function recovered (situation),81141003,Normal renal function (finding),1
275540007,History of brain disorder (situation),81308009,Disorder of brain (disorder),1
161587009,History of head injury (situation),82271004,Injury of head (disorder),1
161474000,History of attempted suicide (situation),82313006,Suicide attempt (event),1
7831000175106,History of reaction to blood transfusion (situation),82545002,Blood transfusion reaction (disorder),1
473390005,History of attempted weight loss (situation),83421005,Failure to lose weight (finding),1
309634009,History of heart failure in last year (situation),84114007,Heart failure (disorder),2
161505003,History of heart failure (situation),84114007,Heart failure (disorder),2
726597008,History of spontaneous onset of labor (situation),84457005,Spontaneous onset of labor (finding),1
161480008,History of epilepsy (situation),84757009,Epilepsy (disorder),1
690491000119104,History of cardiomyopathy (situation),85898001,Cardiomyopathy (disorder),1
161583008,History of perinatal convulsion (situation),87476004,Convulsions in the newborn (disorder),1
16540531000119103,History of ocular zoster (situation),87513003,Herpes zoster ophthalmicus (disorder),1
161456009,History of iron deficiency anemia (situation),87522002,Iron deficiency anemia (disorder),1
119981000119101,History of bacterial infection (situation),87628006,Bacterial infectious disease (disorder),1
293771000119100,History of lower gastrointestinal bleed (situation),87763006,Lower gastrointestinal hemorrhage (disorder),1
161574003,History of cleft palate (situation),87979003,Cleft palate (disorder),1
13016361000119101,History of amaurosis fugax (situation),88032003,Amaurosis fugax (disorder),1
429406003,History of aldosteronism (situation),88213004,Aldosteronism (disorder),1
125711000119102,History of hypospermatogenesis (situation),88311004,Oligozoospermia (finding),1
441638006,History of Diamond-Blackfan anemia (situation),88854002,Congenital hypoplastic anemia (disorder),1
816150000,History of shoulder dystocia (situation),89700002,Shoulder girdle dystocia (disorder),1
439142009,History of recurrent tonsillitis (situation),90176007,Tonsillitis (disorder),2
472958002,History of tonsillitis (situation),90176007,Tonsillitis (disorder),2
161451004,History of gout (situation),90560007,Inflammatory disorder due to increased blood urate level (disorder),1
60681000119105,History of spinal cord injury (situation),90584004,Spinal cord injury (disorder),1
275552000,History of kidney disease (situation),90708001,Kidney disease (disorder),1
161491001,History of corneal ulcer (situation),91514001,Corneal ulcer (disorder),1
79081000119100,History of acute myeloid leukemia (situation),91861009,"Acute myeloid leukemia, disease (disorder)",1
432218001,History of asymptomatic human immunodeficiency virus infection (situation),91947003,Asymptomatic human immunodeficiency virus infection (disorder),1
1099381000119109,History of benign neoplasm of bone (situation),92027006,Benign neoplasm of bone (disorder),1
428323002,History of benign neoplasm of brain (situation),92030004,Benign neoplasm of brain (disorder),1
347941000119102,History of benign meningioma of brain (situation),92051001,Benign neoplasm of cerebral meninges (disorder),1
122421000119106,History of benign neoplasm of larynx (situation),92175003,Benign neoplasm of larynx (disorder),1
144101000119103,History of benign neoplasm of spinal cord (situation),92405007,Benign neoplasm of spinal cord (disorder),1
10738811000119103,History of carcinoma in situ of uterine cervix (situation),92564006,Carcinoma in situ of uterine cervix (disorder),1
690651000119106,History of carcinoma in situ of vulva (situation),92802003,Carcinoma in situ of vulva (disorder),1
63581000119104,History of chronic lymphocytic leukemia (situation),92814006,"Chronic lymphoid leukemia, disease (disorder)",1
161436008,History of leukemia (situation),93143009,"Leukemia, disease (disorder)",1
16900351000119101,History of lipoma (situation),93163002,Lipoma (disorder),1
321000119108,History of malignant melanoma of the skin (situation),93655004,Malignant melanoma of skin (disorder),1
16848701000119101,History of primary malignant neoplasm of anterior wall of urinary bladder (situation),93675008,Primary malignant neoplasm of anterior wall of urinary bladder (disorder),1
16894981000119106,History of primary malignant neoplasm of base of tongue (situation),93687001,Primary malignant neoplasm of base of tongue (disorder),1
415086001,Personal history of primary malignant neoplasm of urinary bladder (situation),93689003,Primary malignant neoplasm of bladder (disorder),1
415077006,Personal history of primary malignant neoplasm of bronchus (situation),93734005,Primary malignant neoplasm of bronchus (disorder),1
73791000119103,History of malignant neoplasm of common bile duct (situation),93763008,Primary malignant neoplasm of common bile duct (disorder),1
415079009,Personal history of primary malignant neoplasm of female genital organ (situation),93797001,Primary malignant neoplasm of female genital organ (disorder),1
415081006,Personal history of primary malignant neoplasm of kidney (situation),93849006,Primary malignant neoplasm of kidney (disorder),1
16848901000119103,History of primary malignant neoplasm of lateral wall of urinary bladder (situation),93863000,Primary malignant neoplasm of lateral wall of urinary bladder (disorder),1
473067009,History of malignant neoplasm of liver (situation),93870000,Malignant neoplasm of liver (disorder),1
415082004,Personal history of primary malignant neoplasm of lung (situation),93880001,Primary malignant neoplasm of lung (disorder),1
415083009,Personal history of primary malignant neoplasm of male genital organ (situation),93885006,Primary malignant neoplasm of male genital organ (disorder),1
1311000119102,History of primary malignant neoplasm of oropharynx (situation),93933005,Primary malignant neoplasm of oropharynx (disorder),1
