conceptId,vtmId,dose,units,term
412651007,125694008,,,Meloxicam 7.5mg/5ml oral suspension (product)
421341000,10504007,,,Product containing precisely doxycycline 100 milligram/1 each conventional release oral tablet (clinical drug)
421341000,10504007,,,Doxycycline 100mg tablets (product)
429828006,108537001,5,mg,Product containing precisely amlodipine besilate 2.5 milligram/1 each conventional release oral tablet (clinical drug)
429828006,108537001,5,mg,Amlodipine 2.5mg tablets (product)
769817000,27658006,,,Product containing precisely amoxicillin (as amoxicillin trihydrate) 100 milligram/1 milliliter conventional release oral suspension (clinical drug)
769817000,27658006,,,Amoxicillin 500mg/5ml oral suspension sugar free (product)
784590000,108650005,,,Product containing precisely fexofenadine hydrochloride 6 milligram/1 milliliter conventional release oral suspension (clinical drug)
784590000,108650005,,,Fexofenadine 30mg/5ml oral suspension (product)
72171000001103,86337009,,,Tetanus immunoglobulin human 250unit solution for injection vials (product)
115891000001104,418277004,,,Colecalciferol 400unit / Calcium carbonate 1.25g chewable tablets (product)
115931000001107,48546005,,,Diazepam 10mg/2.5ml rectal solution tube (product)
115971000001109,48546005,,,Diazepam 2.5mg/1.25ml rectal solution tube (product)
115981000001106,50318003,,,Progesterone 4% vaginal gel 1.125g applicators (product)
115991000001108,50318003,,,Progesterone 8% vaginal gel 1.125g applicators (product)
116031000001103,126138002,,,Goserelin 10.8mg implant pre-filled syringes (product)
116071000001101,126138002,,,Goserelin 3.6mg implant pre-filled syringes (product)
116081000001104,108939005,,,Imiquimod 3.75% cream 250mg sachets (product)
116281000001109,82573000,,,Lidocaine 5% medicated plasters (product)
116291000001106,108441004,,,Olanzapine 10mg oral lyophilisates sugar free (product)
116331000001101,108441004,,,Olanzapine 20mg oral lyophilisates sugar free (product)
116371000001104,108441004,,,Olanzapine 5mg oral lyophilisates sugar free (product)
116381000001102,108418007,4,mg,Ondansetron 4mg orodispersible tablets (product)
116391000001100,108418007,8,mg,Ondansetron 8mg orodispersible tablets (product)
116431000001106,409204008,,,Pegvisomant 10mg powder and solvent for solution for injection vials (product)
116471000001108,409204008,,,Pegvisomant 15mg powder and solvent for solution for injection vials (product)
116481000001105,409204008,,,Pegvisomant 20mg powder and solvent for solution for injection vials (product)
133131000001104,6071000,,,Coal tar extract 1% cream (product)
133141000001106,6071000,,,Coal tar prepared 1% lotion (product)
3166411000001105,418216004,,,Zinc oxide 12.5% / Dimeticone 1.04% spray (product)
3329511000001104,53691001,,,Calcium gluconate 10% solution for injection 10ml ampoules (product)
3332811000001108,96316004,,,Chlorhexidine gauze dressing BP 10cm x 10cm (product)
3332911000001103,96316004,,,Chlorhexidine gauze dressing BP 5cm x 5cm (product)
3335011000001107,422072007,,,Cinchocaine 0.5% / Prednisolone 0.19% ointment (product)
3335111000001108,420178002,,,Cinchocaine hydrochloride 0.5% / Hydrocortisone 0.5% ointment (product)
3335211000001102,420178002,,,Cinchocaine hydrochloride 5mg / Hydrocortisone 5mg suppositories (product)
3335611000001100,48614001,,,Clobetasol 0.05% scalp application (product)
3336211000001108,418645008,,,Co-simalcite 125mg/500mg/5ml oral suspension sugar free (product)
3336311000001100,85990009,,,Codeine 3mg/5ml linctus paediatric sugar free (product)
3336411000001107,72824008,,,Colestyramine 4g oral powder sachets sugar free (product)
3344611000001102,134506008,,,Desloratadine 2.5mg/5ml oral solution (product)
3368211000001101,73647000,,,Dipivefrine 0.1% eye drops (product)
3369011000001101,427566007,,,Dydrogesterone 10mg / Estradiol 1mg tablets (product)
3369111000001100,427566007,,,Dydrogesterone 10mg / Estradiol 2mg tablets (product)
3369211000001106,427566007,,,Dydrogesterone 20mg / Estradiol 2mg tablets (product)
3369311000001103,427566007,,,Dydrogesterone 5mg / Estradiol 1mg tablets (product)
3375311000001107,36409411000001109,,,Emulsifying wax 30% / Yellow soft paraffin 30% ointment (product)
3375511000001101,36410811000001100,,,Estradiol 1mg / Norethisterone acetate 1mg tablets (product)
3376211000001105,40556111000001100,,,White soft paraffin 13.2% / Liquid paraffin light 10.5% cream (product)
3376311000001102,40556111000001100,,,White soft paraffin 15% / Liquid paraffin light 6% cream (product)
3377811000001108,10099000,,,Ketoprofen 100mg capsules (product)
3387611000001100,16602005,,,Generic Alphosyl HC cream (product)
3392611000001104,16602005,,,Generic Calmurid HC cream (product)
3393611000001109,73093001,,,Generic Cicatrin cream (product)
3393711000001100,73093001,,,Generic Cicatrin powder (product)
3402111000001102,16742011000001108,,,Generic Gaviscon oral suspension sugar free (product)
3405211000001103,35385511000001104,,,Generic Dermovate-NN cream (product)
3405311000001106,12839006,,,Estradiol 25microgram vaginal tablets (product)
3405411000001104,35385511000001104,,,Generic Dermovate-NN ointment (product)
3406211000001109,424349004,,,Estradiol 2mg / Norethisterone 1mg tablets (product)
3406511000001107,424117007,,,Estradiol 50micrograms/24hours / Levonorgestrel 20micrograms/24hours patches (product)
3407111000001100,36410811000001100,,,Estradiol 50micrograms/24hours patches and Norethisterone acetate 1mg tablets (product)
3407711000001104,12839006,,,Estradiol acetate 1.25mg vaginal ring (product)
3407811000001107,424349004,,,Estradiol valerate 1mg / Norethisterone 1mg tablets (product)
3408011000001100,424117007,,,Estradiol valerate 2mg / Levonorgestrel 75microgram tablets (product)
3408311000001102,424349004,,,Estradiol valerate 2mg / Norethisterone 1mg tablets (product)
3408411000001109,423942007,,,Estradiol valerate 2mg / Norgestrel 500microgram tablets (product)
3408711000001103,354050008,,,Estriol 0.01% cream with applicator (product)
3409411000001101,398624005,,,Ethanol 90% including duty (product)
3410711000001102,424117007,,,Estradiol valerate 1mg / Levonorgestrel 250microgram tablets (product)
3431811000001108,48256008,,,Benzyl benzoate 25% application (product)
3431911000001103,29896003,,,Betamethasone 0.1% foam (product)
3432011000001105,395435009,,,Betamethasone dipropionate 0.05% / Calcipotriol 0.005% ointment (product)
3432911000001109,108622005,,,Budesonide 200microgram inhalation powder capsules (product)
3433011000001101,108622005,,,Budesonide 400microgram inhalation powder capsules (product)
3434811000001105,350103006,,,Silicone topical gel (product)
3434911000001100,108441004,,,Olanzapine 15mg oral lyophilisates (product)
3437011000001107,12236006,,,Pancreatin 150mg gastro-resistant capsules (product)
3437111000001108,12236006,,,Pancreatin 300mg gastro-resistant capsules (product)
3437211000001102,90332006,,,Paracetamol 250mg orodispersible tablets sugar free (product)
3437611000001100,22209411000001105,,,Perindopril 4mg / Indapamide 1.25mg tablets (product)
3439011000001103,13294501000001104,20,mg,Piroxicam betadex 20mg tablets (product)
3439111000001102,9894911000001101,,,Pneumococcal polysaccharide conjugated vaccine suspension for injection 0.5ml vials (product)
3439211000001108,9894911000001101,,,Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes (product)
3439311000001100,9894911000001101,,,Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials (product)
3440611000001103,111144003,,,Povidone-Iodine fabric dressing sterile 5cm x 5cm (product)
3440711000001107,111144003,,,Povidone-Iodine fabric dressing sterile 9.5cm x 9.5cm (product)
3441811000001107,422072007,,,Prednisolone hexanoate 1.3mg / Cinchocaine 1mg suppositories (product)
3458511000001101,31865003,,,Fluconazole 200mg/100ml solution for injection vials (product)
3461711000001109,50520001,,,Framycetin gauze dressing 10cm x 10cm (product)
3462011000001104,422887003,,,Pseudoephedrine 15mg/5ml / Brompheniramine 2mg/5ml oral solution sugar free (product)
3462111000001103,422887003,,,Pseudoephedrine 30mg/5ml / Brompheniramine 4mg/5ml oral solution sugar free (product)
3462211000001109,420915007,,,Pseudoephedrine 30mg/5ml / Chlorphenamine 2mg/5ml oral solution sugar free (product)
3462311000001101,425114007,,,Pseudoephedrine 30mg/5ml / Triprolidine 1.25mg/5ml oral solution (product)
3462411000001108,91435002,,,Pseudoephedrine 30mg/5ml linctus sugar free (product)
3462711000001102,323377002,,,Galantamine 20mg/5ml oral solution sugar free (product)
3463211000001103,418031001,,,Gestodene 100microgram / Ethinylestradiol 30microgram tablets (product)
3463311000001106,418031001,,,Gestodene 50microgram / Ethinylestradiol 30microgram tablets (product)
3463411000001104,418031001,,,Gestodene 70microgram / Ethinylestradiol 40microgram tablets (product)
3465811000001103,111138002,,,Glucose liquid BPC1963 (product)
3465911000001108,111138002,,,Glucose tablets (product)
3468611000001108,388452006,,,Insulin aspart 100units/ml solution for injection 3ml cartridges (product)
3468711000001104,388452006,,,Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices (product)
3468811000001107,395273005,,,Insulin aspart biphasic 30/70 100units/ml suspension for injection 3ml cartridges (product)
3468911000001102,395273005,,,Insulin aspart biphasic 30/70 100units/ml suspension for injection 3ml pre-filled disposable devices (product)
3469311000001109,9820811000001105,,,Insulin isophane biphasic human 10/90 100units/ml suspension for injection 1.5ml cartridges (product)
3469411000001102,9820811000001105,,,Insulin isophane biphasic human 10/90 100units/ml suspension for injection 3ml cartridges (product)
3469511000001103,9820811000001105,,,Insulin isophane biphasic human 10/90 100units/ml suspension for injection 3ml pre-filled disposable devices (product)
3469611000001104,9820811000001105,,,Insulin isophane biphasic human 15/85 100units/ml suspension for injection 3ml cartridges (product)
3469711000001108,9820811000001105,,,Insulin isophane biphasic human 15/85 100units/ml suspension for injection 3ml pre-filled disposable devices (product)
3469811000001100,9820811000001105,,,Insulin isophane biphasic human 15/85 100units/ml suspension for injection 5ml vials (product)
3469911000001105,9820811000001105,,,Insulin isophane biphasic human 20/80 100units/ml suspension for injection 1.5ml cartridges (product)
3470011000001109,9820811000001105,,,Insulin isophane biphasic human 20/80 100units/ml suspension for injection 3ml cartridges (product)
3470111000001105,9820811000001105,,,Insulin isophane biphasic human 20/80 100units/ml suspension for injection 3ml pre-filled disposable devices (product)
3470211000001104,9820811000001105,,,Insulin isophane biphasic human 25/75 100units/ml suspension for injection 3ml cartridges (product)
3470311000001107,9820811000001105,,,Insulin isophane biphasic human 25/75 100units/ml suspension for injection 3ml pre-filled disposable devices (product)
3470411000001100,9820811000001105,,,Insulin isophane biphasic human 25/75 100units/ml suspension for injection 5ml vials (product)
3470511000001101,9820811000001105,,,Insulin isophane biphasic human 30/70 100units/ml suspension for injection 1.5ml cartridges (product)
3470711000001106,9820811000001105,,,Insulin isophane biphasic human 30/70 100units/ml suspension for injection 10ml vials (product)
3470911000001108,9820811000001105,,,Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml cartridges (product)
3471011000001100,9820811000001105,,,Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml pre-filled disposable devices (product)
3471111000001104,9820811000001105,,,Insulin isophane biphasic human 40/60 100units/ml suspension for injection 1.5ml cartridges (product)
3471211000001105,9820811000001105,,,Insulin isophane biphasic human 40/60 100units/ml suspension for injection 3ml cartridges (product)
3471311000001102,9820811000001105,,,Insulin isophane biphasic human 40/60 100units/ml suspension for injection 3ml pre-filled disposable devices (product)
3471411000001109,9820811000001105,,,Insulin isophane biphasic human 50/50 100units/ml suspension for injection 1.5ml cartridges (product)
3471511000001108,9820811000001105,,,Insulin isophane biphasic human 50/50 100units/ml suspension for injection 10ml vials (product)
3471611000001107,9820811000001105,,,Insulin isophane biphasic human 50/50 100units/ml suspension for injection 3ml cartridges (product)
3471711000001103,9820811000001105,,,Insulin isophane biphasic human 50/50 100units/ml suspension for injection 3ml pre-filled disposable devices (product)
3471811000001106,9820811000001105,,,Insulin isophane biphasic human 50/50 100units/ml suspension for injection 5ml vials (product)
3471911000001101,230881000001102,,,Insulin isophane biphasic porcine 30/70 100units/ml suspension for injection 1.5ml cartridges (product)
3472011000001108,230881000001102,,,Insulin isophane biphasic porcine 30/70 100units/ml suspension for injection 10ml vials (product)
3472211000001103,416313002,,,Insulin isophane bovine 100units/ml suspension for injection 1.5ml cartridges (product)
3472311000001106,416313002,,,Insulin isophane bovine 100units/ml suspension for injection 10ml vials (product)
3472411000001104,416089000,,,Insulin isophane human 100units/ml suspension for injection 1.5ml cartridges (product)
3472511000001100,416089000,,,Insulin isophane human 100units/ml suspension for injection 10ml vials (product)
3472811000001102,416089000,,,Insulin isophane human 100units/ml suspension for injection 5ml vials (product)
3472911000001107,416742007,,,Insulin isophane porcine 100units/ml suspension for injection 1.5ml cartridges (product)
3473011000001104,416742007,,,Insulin isophane porcine 100units/ml suspension for injection 10ml vials (product)
3473511000001107,36409211000001105,,,Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml pre-filled disposable devices (product)
3473611000001106,36409211000001105,,,Insulin lispro biphasic 50/50 100units/ml suspension for injection 3ml pre-filled disposable devices (product)
3473711000001102,36409211000001105,,,Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml cartridges (product)
3474611000001109,417625002,,,Insulin soluble porcine 100units/ml suspension for injection 1.5ml cartridges (product)
3474911000001103,9826011000001101,,,Insulin zinc mixed bovine 100units/ml suspension for injection 10ml vials (product)
3476811000001101,354033006,,,Ispaghula husk 3.4g oral powder sachets gluten free sugar free (product)
3477311000001108,354033006,,,Ispaghula husk 3.5g oral powder sachets gluten free sugar free (product)
3485911000001106,40555911000001109,,,Liquid paraffin light 37.8% / Isopropyl myrisate 13% bath additive (product)
3486011000001103,40555911000001109,,,Liquid paraffin light 46% / Isopropyl myrisate 39% bath emollient (product)
3486111000001102,40555811000001104,,,Liquid paraffin light 63.4% bath additive (product)
3486211000001108,40555811000001104,,,Liquid paraffin light 70% gel (product)
3486311000001100,346505005,,,Lidocaine 5% / Hydrocortisone acetate 0.275% ointment (product)
3486411000001107,354035004,,,Liquid paraffin 16% lotion (product)
3486511000001106,421258008,,,Liquid paraffin 91.7% / Lanolin 3% bath oil (product)
3486711000001101,116726003,,,Loperamide 1mg/5ml oral solution sugar free (product)
3486811000001109,9894311000001102,,,Hepatitis B (rDNA) vaccine suspension for injection 40micrograms/1ml vials (product)
